rikishi_id,shikona,highest_rank_name,debut_basho,last_basho,debut_year,last_year,career_wins,career_losses,career_absences,career_appearances,career_bashos,win_rate,win_rate_bucket,career_bashos_bucket,career_year_span,is_low_win_long_career
664,鈴の花 一徳,三段目,平成4年3月,平成20年9月,1992,2008.0,319,354,20,672,100,0.4739970282317979,0.45-0.49,90-119,16.0,False
665,安磨ノ藤 聡,序二段,平成8年3月,平成12年5月,1996,2000.0,75,93,7,168,26,0.44642857142857145,0.40-0.44,24-35,4.0,False
666,時ノ海 隆度,幕下,平成8年3月,平成20年1月,1996,2008.0,230,238,29,466,72,0.49145299145299143,0.45-0.49,60-89,12.0,False
667,畑山 秀美,三段目,平成8年5月,平成17年1月,1996,2005.0,168,177,19,345,53,0.48695652173913045,0.45-0.49,36-59,9.0,False
668,若石川 尚史,序二段,平成10年1月,平成12年5月,1998,2000.0,41,43,14,82,15,0.4880952380952381,0.45-0.49,12-23,2.0,False
669,若吹雪 大介,三段目,平成9年3月,平成18年3月,1997,2006.0,181,183,14,364,55,0.49725274725274726,0.45-0.49,36-59,9.0,False
670,豊光 敏也,幕下,平成8年3月,平成24年7月,1996,2012.0,335,330,14,665,98,0.5037593984962406,0.50-0.54,90-119,16.0,False
671,清城 忠義,三段目,平成7年3月,平成16年7月,1995,2004.0,185,180,27,365,57,0.5068493150684932,0.50-0.54,36-59,9.0,False
672,秀光山 武,序二段,平成5年5月,平成13年7月,1993,2001.0,138,191,7,329,50,0.4194528875379939,0.40-0.44,36-59,8.0,False
673,澤勇 智和,序二段,平成4年7月,令和7年5月,1992,2025.0,406,860,24,1262,187,0.320695102685624,<0.35,>=120,33.0,True
674,北勝司 尚幸,序二段,平成8年3月,平成18年1月,1996,2006.0,168,218,13,385,60,0.43523316062176165,0.40-0.44,60-89,10.0,True
675,藤ノ嶋 勝史,序二段,平成8年3月,平成15年9月,1996,2003.0,136,151,21,287,45,0.4738675958188153,0.45-0.49,36-59,7.0,False
676,美濃櫻 克憲,三段目,平成5年3月,平成17年1月,1993,2005.0,216,267,14,482,72,0.4472049689440994,0.40-0.44,60-89,12.0,True
677,潮来桜 弘四郎,序二段,平成6年3月,,1994,,531,787,13,1316,191,0.40288315629742033,0.40-0.44,>=120,,True
678,安才王 竜二,序二段,平成9年3月,平成11年9月,1997,1999.0,45,53,7,98,16,0.45918367346938777,0.45-0.49,12-23,2.0,False
679,錦里 健一,序二段,平成6年7月,平成12年9月,1994,2000.0,98,144,10,242,38,0.4049586776859504,0.40-0.44,36-59,6.0,False
680,大川田 知和,序二段,平成7年3月,平成12年7月,1995,2000.0,102,115,7,217,33,0.4700460829493088,0.45-0.49,24-35,5.0,False
681,雪の富士 智崇,三段目,平成10年1月,平成15年1月,1998,2003.0,91,73,46,164,31,0.5548780487804879,0.55-0.59,24-35,5.0,False
682,山頭 巌,三段目,平成8年3月,平成20年3月,1996,2008.0,238,252,14,490,73,0.4857142857142857,0.45-0.49,60-89,12.0,False
683,大和桜 成広,三段目,平成7年3月,平成16年5月,1995,2004.0,176,202,7,378,56,0.4656084656084656,0.45-0.49,36-59,9.0,False
684,高稲沢 悟,三段目,平成9年9月,平成18年1月,1997,2006.0,176,161,13,336,51,0.5222551928783383,0.50-0.54,36-59,9.0,False
685,玉乃道 慎也,序二段,平成9年5月,平成17年3月,1997,2005.0,155,174,0,329,48,0.47112462006079026,0.45-0.49,36-59,8.0,False
686,五十嵐 弦太,序二段,平成6年3月,平成11年3月,1994,1999.0,78,125,7,202,31,0.3842364532019704,0.35-0.39,24-35,5.0,False
687,安暉港 亮,序二段,平成8年1月,平成11年7月,1996,1999.0,62,71,14,133,22,0.46616541353383456,0.45-0.49,12-23,3.0,False
688,木曽満 壮志,幕下,平成9年3月,平成28年3月,1997,2016.0,387,393,11,779,114,0.49615384615384617,0.45-0.49,90-119,19.0,False
689,起龍山 寛治,序二段,平成7年3月,平成17年3月,1995,2005.0,155,210,27,365,59,0.4246575342465753,0.40-0.44,36-59,10.0,False
690,関ノ山 稔,序二段,平成8年3月,平成18年5月,1996,2006.0,176,244,7,420,62,0.41904761904761906,0.40-0.44,60-89,10.0,True
691,久保島 紘司,三段目,平成8年3月,平成20年5月,1996,2008.0,246,263,2,508,74,0.48330058939096265,0.45-0.49,60-89,12.0,False
692,畑 智英,序二段,平成8年3月,平成13年1月,1996,2001.0,80,98,25,178,30,0.449438202247191,0.40-0.44,24-35,5.0,False
693,都天山 賢一,序二段,平成8年3月,平成11年1月,1996,1999.0,45,60,14,105,18,0.42857142857142855,0.40-0.44,12-23,3.0,False
695,大子錦 大伍郎,三段目,平成7年11月,令和2年9月,1995,2020.0,429,501,71,928,145,0.4612903225806452,0.45-0.49,>=120,25.0,False
696,櫻井 雄二,序二段,平成6年3月,平成10年5月,1994,1998.0,72,96,7,167,26,0.42857142857142855,0.40-0.44,24-35,4.0,False
697,阿武光 章裕,序二段,平成9年3月,平成13年1月,1997,2001.0,69,79,13,147,24,0.46621621621621623,0.45-0.49,24-35,4.0,False
698,豪竜 武士,序二段,平成9年3月,平成12年5月,1997,2000.0,66,67,0,133,20,0.49624060150375937,0.45-0.49,12-23,3.0,False
699,琴ノ島 渉二,序二段,平成8年3月,平成14年5月,1996,2002.0,110,123,26,230,38,0.4721030042918455,0.45-0.49,36-59,6.0,False
700,増の海 和彦,三段目,平成9年3月,平成25年3月,1997,2013.0,298,337,30,635,96,0.4692913385826772,0.45-0.49,90-119,16.0,False
701,出羽乃洋 道幸,三段目,平成9年5月,平成16年9月,1997,2004.0,136,158,7,293,45,0.46258503401360546,0.45-0.49,36-59,7.0,False
702,大瀬 晃,三段目,平成7年9月,平成22年3月,1995,2010.0,280,306,16,585,88,0.4778156996587031,0.45-0.49,60-89,15.0,False
703,左古 貴士,序二段,平成8年7月,平成15年3月,1996,2003.0,132,148,0,280,41,0.4714285714285714,0.45-0.49,36-59,7.0,False
704,篠原 春彦,序二段,平成5年3月,平成11年9月,1993,1999.0,102,129,14,231,37,0.44155844155844154,0.40-0.44,36-59,6.0,False
705,旭泰勝 勝利,序二段,平成6年3月,平成11年11月,1994,1999.0,106,125,7,231,35,0.4588744588744589,0.45-0.49,24-35,5.0,False
706,比嘉 善勝,序二段,平成8年3月,平成11年7月,1996,1999.0,63,56,14,119,21,0.5294117647058824,0.50-0.54,12-23,3.0,False
707,冨士ノ国 太郎,三段目,平成9年3月,平成17年1月,1997,2005.0,161,161,7,322,48,0.5,0.50-0.54,36-59,8.0,False
708,高見富士 隼次,三段目,平成9年3月,平成13年11月,1997,2001.0,93,82,21,174,29,0.5314285714285715,0.50-0.54,24-35,4.0,False
709,魁清龍 智,序二段,平成9年11月,平成12年1月,1997,2000.0,17,12,27,26,10,0.5862068965517241,0.55-0.59,<12,3.0,False
710,昇龍 勇,三段目,平成9年5月,平成15年5月,1997,2003.0,119,133,0,252,37,0.4722222222222222,0.45-0.49,36-59,6.0,False
711,大駿河 楓,序二段,平成8年3月,平成11年5月,1996,1999.0,49,74,10,123,20,0.3983739837398374,0.35-0.39,12-23,3.0,False
712,松風 賢治,序二段,平成8年3月,平成10年5月,1996,1998.0,39,29,23,68,14,0.5735294117647058,0.55-0.59,12-23,2.0,False
713,琴ノ海 幸洋,三段目,平成9年3月,平成17年9月,1997,2005.0,176,171,10,346,52,0.5072046109510087,0.50-0.54,36-59,8.0,False
714,栃赤木 敏男,三段目,平成8年9月,平成15年1月,1996,2003.0,122,130,14,252,39,0.48412698412698413,0.45-0.49,36-59,7.0,False
715,桑山 典久,序二段,平成4年11月,平成10年9月,1992,1998.0,98,125,15,222,36,0.43946188340807174,0.40-0.44,36-59,6.0,False
716,竜司 辰史,三段目,平成10年1月,平成18年7月,1998,2006.0,176,181,0,357,52,0.49299719887955185,0.45-0.49,36-59,8.0,False
717,川崎 圭太,序二段,平成10年1月,平成11年1月,1998,1999.0,4,3,14,7,4,0.5714285714285714,0.55-0.59,<12,1.0,False
718,羽黒國 雄太,序二段,平成8年3月,平成16年3月,1996,2004.0,139,169,14,308,49,0.4512987012987013,0.45-0.49,36-59,8.0,False
719,工藤 浩司,序二段,平成9年3月,平成12年5月,1997,2000.0,56,63,7,119,20,0.47058823529411764,0.45-0.49,12-23,3.0,False
721,翠風 尚彦,序二段,平成7年3月,平成10年9月,1995,1998.0,37,54,21,91,18,0.4065934065934066,0.40-0.44,12-23,3.0,False
722,古川 悟史,序二段,平成10年1月,平成10年5月,1998,1998.0,4,3,7,7,3,0.5714285714285714,0.55-0.59,<12,0.0,False
723,西瀬川 紫揮,三段目,平成9年9月,平成17年3月,1997,2005.0,147,159,9,306,46,0.4803921568627451,0.45-0.49,36-59,8.0,False
724,太光 幸一,序二段,平成9年5月,平成13年7月,1997,2001.0,69,84,23,153,26,0.45098039215686275,0.45-0.49,24-35,4.0,False
725,栃龍山 武寛,序二段,平成8年3月,平成14年11月,1996,2002.0,135,135,10,270,41,0.5,0.50-0.54,36-59,6.0,False
726,千代の郷 潤,三段目,平成7年3月,平成14年11月,1995,2002.0,148,157,17,305,47,0.4852459016393443,0.45-0.49,36-59,7.0,False
727,天ノ若 清,序二段,平成7年5月,平成25年5月,1995,2013.0,339,393,17,731,108,0.46311475409836067,0.45-0.49,90-119,18.0,False
728,黒武州 政彦,序二段,平成7年5月,平成15年1月,1995,2003.0,119,168,14,287,45,0.4146341463414634,0.40-0.44,36-59,8.0,False
729,里山 寿和,序二段,平成9年3月,平成11年11月,1997,1999.0,43,48,14,91,16,0.4725274725274725,0.45-0.49,12-23,2.0,False
730,富士ノ響 司,序二段,平成8年3月,平成14年1月,1996,2002.0,110,120,15,229,36,0.4782608695652174,0.45-0.49,36-59,6.0,False
731,嶋桜 秀樹,序二段,平成6年11月,平成15年3月,1994,2003.0,153,187,10,340,51,0.45,0.45-0.49,36-59,9.0,False
732,根矢 修吏,序二段,平成5年3月,平成13年1月,1993,2001.0,142,178,9,319,48,0.44375,0.40-0.44,36-59,8.0,False
733,碧海龍 慎司,三段目,平成9年3月,平成16年1月,1997,2004.0,138,128,21,266,42,0.518796992481203,0.50-0.54,36-59,7.0,False
734,貴翔馬 忍,三段目,平成9年3月,平成26年7月,1997,2014.0,355,359,7,714,104,0.49719887955182074,0.45-0.49,90-119,17.0,False
735,新井 孝,序二段,平成9年3月,平成10年7月,1997,1998.0,16,26,7,42,8,0.38095238095238093,0.35-0.39,<12,1.0,False
736,天の海 勝啓,幕下,平成9年5月,平成20年5月,1997,2008.0,227,228,7,455,67,0.4989010989010989,0.45-0.49,60-89,11.0,False
737,鏡竜 康夫,三段目,平成8年3月,平成20年5月,1996,2008.0,235,260,16,495,74,0.47474747474747475,0.45-0.49,60-89,12.0,False
738,地車 智成,三段目,平成8年3月,平成22年5月,1996,2010.0,264,277,47,540,86,0.4879852125693161,0.45-0.49,60-89,14.0,False
739,栃福 一志,三段目,平成9年3月,平成14年5月,1997,2002.0,107,110,0,216,32,0.4930875576036866,0.45-0.49,24-35,5.0,False
741,齋藤山 健一,三段目,平成9年3月,平成14年1月,1997,2002.0,93,108,2,200,30,0.4626865671641791,0.45-0.49,24-35,5.0,False
742,旗風 悟,序二段,平成6年3月,平成10年5月,1994,1998.0,75,72,28,147,26,0.5102040816326531,0.50-0.54,24-35,4.0,False
743,旭灘 正義,序二段,平成9年3月,平成13年3月,1997,2001.0,58,61,21,119,21,0.48739495798319327,0.45-0.49,12-23,4.0,False
744,魁田中 潤,序二段,平成8年3月,平成16年5月,1996,2004.0,130,206,7,336,50,0.3869047619047619,0.35-0.39,36-59,8.0,False
745,安華富士 豊,序二段,平成9年7月,平成11年1月,1997,1999.0,21,28,14,49,10,0.42857142857142855,0.40-0.44,<12,2.0,False
746,八幡湖 真幸,序二段,平成9年3月,平成13年5月,1997,2001.0,76,85,14,161,26,0.4720496894409938,0.45-0.49,24-35,4.0,False
747,甲斐田 泰平,序二段,平成9年3月,平成12年1月,1997,2000.0,52,60,7,110,18,0.4642857142857143,0.45-0.49,12-23,3.0,False
748,琴永田 一歩,序二段,平成8年3月,平成12年1月,1996,2000.0,66,81,14,147,24,0.4489795918367347,0.40-0.44,24-35,4.0,False
749,魁清水 俊,序二段,平成8年3月,平成15年3月,1996,2003.0,115,158,21,273,43,0.42124542124542125,0.40-0.44,36-59,7.0,False
750,琴平山 賢太郎,序二段,平成8年3月,平成13年3月,1996,2001.0,89,110,12,199,31,0.4472361809045226,0.40-0.44,24-35,5.0,False
751,琴の新 章,序二段,平成9年1月,平成18年1月,1997,2006.0,167,210,1,377,55,0.44297082228116713,0.40-0.44,36-59,9.0,False
752,若田中 大輔,序ノ口,平成9年3月,平成10年9月,1997,1998.0,16,26,7,41,8,0.38095238095238093,0.35-0.39,<12,1.0,False
753,重松 忠尚,序二段,平成9年3月,平成15年1月,1997,2003.0,99,139,7,238,36,0.41596638655462187,0.40-0.44,36-59,6.0,False
754,吉の龍 憲治,三段目,平成9年9月,平成20年9月,1997,2008.0,216,215,31,430,67,0.5011600928074246,0.50-0.54,60-89,11.0,False
755,大天佑 智秋,三段目,平成8年3月,平成28年9月,1996,2016.0,365,411,44,776,121,0.47036082474226804,0.45-0.49,>=120,20.0,False
756,野口 信介,序二段,平成9年3月,平成20年11月,1997,2008.0,183,218,47,400,68,0.456359102244389,0.45-0.49,60-89,11.0,False
757,八劔山 秀文,序二段,平成9年3月,平成18年1月,1997,2006.0,133,160,57,292,54,0.4539249146757679,0.45-0.49,36-59,9.0,False
758,玉海龍 力,序二段,平成4年3月,平成12年1月,1992,2000.0,142,152,35,294,48,0.48299319727891155,0.45-0.49,36-59,8.0,False
759,三井 隆史,序二段,平成10年1月,平成17年9月,1998,2005.0,127,143,38,269,47,0.4703703703703704,0.45-0.49,36-59,7.0,False
760,碧山 茂信,序二段,平成8年3月,平成18年7月,1996,2006.0,180,208,33,386,63,0.4639175257731959,0.45-0.49,60-89,10.0,False
761,新井山 晃秀,序二段,平成10年1月,平成12年1月,1998,2000.0,31,42,11,72,13,0.4246575342465753,0.40-0.44,12-23,2.0,False
762,山谷 誠,三段目,平成6年11月,平成14年1月,1994,2002.0,139,135,20,273,44,0.5072992700729927,0.50-0.54,36-59,8.0,False
763,安寿 浩一郎,三段目,平成10年1月,平成20年9月,1998,2008.0,184,191,73,374,65,0.49066666666666664,0.45-0.49,60-89,10.0,False
764,駒天星 裕也,序二段,平成10年1月,平成25年1月,1998,2013.0,270,328,25,598,90,0.451505016722408,0.45-0.49,90-119,15.0,False
765,川野 大吾,序二段,平成9年3月,平成11年5月,1997,1999.0,25,37,8,61,11,0.4032258064516129,0.40-0.44,<12,2.0,False
766,朝天山 俊治,序二段,平成8年3月,平成13年11月,1996,2001.0,93,98,26,191,34,0.4869109947643979,0.45-0.49,24-35,5.0,False
767,安御ノ国 寿,序二段,平成9年3月,平成15年5月,1997,2003.0,91,139,15,229,37,0.39565217391304347,0.35-0.39,36-59,6.0,False
768,阿武龍 弘嗣,序二段,平成9年3月,平成12年1月,1997,2000.0,38,67,7,105,17,0.3619047619047619,0.35-0.39,12-23,3.0,False
769,霧昇 有康,序二段,平成9年7月,平成17年1月,1997,2005.0,130,154,24,284,46,0.45774647887323944,0.45-0.49,36-59,8.0,False
770,琴佐々木 薫,序ノ口,平成9年3月,平成11年5月,1997,1999.0,25,49,10,73,13,0.33783783783783783,<0.35,12-23,2.0,False
771,若ノ駒 雄輝,序二段,平成9年3月,平成14年1月,1997,2002.0,82,119,2,200,30,0.4079601990049751,0.40-0.44,24-35,5.0,False
772,北勝洋 真文,三段目,平成9年3月,平成20年5月,1997,2008.0,208,232,29,439,68,0.4727272727272727,0.45-0.49,60-89,11.0,False
773,鶴内田 哲一,序ノ口,平成9年1月,平成11年9月,1997,1999.0,10,25,14,35,9,0.2857142857142857,<0.35,<12,2.0,False
774,鬼怒の山 忠広,三段目,平成10年1月,平成17年5月,1998,2005.0,142,152,14,292,45,0.48299319727891155,0.45-0.49,36-59,7.0,False
775,茜谷 夏紀,序ノ口,平成9年3月,平成10年11月,1997,1998.0,9,38,9,46,9,0.19148936170212766,<0.35,<12,1.0,False
776,内田 良行,序ノ口,平成9年1月,平成11年1月,1997,1999.0,15,45,10,60,11,0.25,<0.35,<12,2.0,False
777,鶴闘力 武士,序二段,平成9年3月,平成20年3月,1997,2008.0,169,257,37,423,67,0.3967136150234742,0.35-0.39,60-89,11.0,True
778,上野 貴之,序二段,平成9年3月,平成10年9月,1997,1998.0,20,36,7,56,10,0.35714285714285715,0.35-0.39,<12,1.0,False
779,千代の花 秀貴,幕下,平成4年3月,平成23年1月,1992,2011.0,376,345,63,720,114,0.521497919556172,0.50-0.54,90-119,19.0,False
780,鶴美山 勝文,三段目,平成4年3月,平成10年5月,1992,1998.0,116,108,35,224,38,0.5178571428571429,0.50-0.54,36-59,6.0,False
781,翔剛 誠,序二段,平成7年3月,平成10年9月,1995,1998.0,31,40,34,71,19,0.43661971830985913,0.40-0.44,12-23,3.0,False
782,哲光 哲也,幕下,平成10年3月,平成21年7月,1998,2009.0,216,188,58,404,68,0.5346534653465347,0.50-0.54,60-89,11.0,False
783,梓弓 俊作,幕下,平成10年3月,平成18年5月,1998,2006.0,141,108,59,247,46,0.5662650602409639,0.55-0.59,36-59,8.0,False
784,大翔山 豪志,十両,平成10年3月,平成23年5月,1998,2011.0,339,306,13,645,79,0.5255813953488372,0.50-0.54,60-89,13.0,False
785,古市 貞秀,十両,平成10年3月,平成22年9月,1998,2010.0,277,243,14,520,75,0.5326923076923077,0.50-0.54,60-89,12.0,False
786,阿武南 三男,幕下,平成10年3月,平成15年7月,1998,2003.0,112,89,23,200,33,0.5572139303482587,0.55-0.59,24-35,5.0,False
787,乾王 翔太,幕下,平成10年3月,平成22年3月,1998,2010.0,205,164,86,367,67,0.5555555555555556,0.55-0.59,60-89,12.0,False
788,城間 真明,序二段,平成10年3月,平成12年5月,1998,2000.0,13,15,14,28,7,0.4642857142857143,0.45-0.49,<12,2.0,False
789,隆小山 臣市,幕下,平成10年3月,平成21年9月,1998,2009.0,252,217,14,468,70,0.5373134328358209,0.50-0.54,60-89,11.0,False
790,阿部ノ山 光徳,序ノ口,平成10年3月,平成11年1月,1998,1999.0,3,4,7,7,3,0.42857142857142855,0.40-0.44,<12,1.0,False
791,安輝昇 輝仁,序二段,平成10年3月,平成11年9月,1998,1999.0,5,2,14,7,4,0.7142857142857143,>=0.65,<12,1.0,False
792,琴木村 裕司,序ノ口,平成10年3月,平成10年11月,1998,1998.0,6,8,7,14,4,0.42857142857142855,0.40-0.44,<12,0.0,False
793,朝天寿 佳大,序二段,平成8年3月,平成12年3月,1996,2000.0,59,92,18,151,25,0.39072847682119205,0.35-0.39,24-35,4.0,False
794,安澄梅 奨崇,序二段,平成10年3月,平成11年7月,1998,1999.0,14,14,14,28,7,0.5,0.50-0.54,<12,1.0,False
795,玉飛鳥 大輔,前頭,平成10年3月,平成28年11月,1998,2016.0,580,569,29,1145,112,0.504786771105309,0.50-0.54,90-119,18.0,False
796,天王鶴 秀志,序二段,平成10年3月,平成11年5月,1998,1999.0,19,23,7,42,8,0.4523809523809524,0.45-0.49,<12,1.0,False
797,大乃岳 勲,三段目,平成10年3月,平成12年3月,1998,2000.0,42,32,10,73,13,0.5675675675675675,0.55-0.59,12-23,2.0,False
798,佐田輝 晃一,序ノ口,平成10年3月,平成11年9月,1998,1999.0,4,11,20,15,7,0.26666666666666666,<0.35,<12,1.0,False
799,魁都 裕介,三段目,平成10年3月,平成14年11月,1998,2002.0,88,94,14,182,29,0.4835164835164835,0.45-0.49,24-35,4.0,False
800,飛燕力 敬介,幕下,平成10年3月,,1998,,563,588,9,1150,167,0.4891398783666377,0.45-0.49,>=120,,False
801,松本 健,序二段,平成10年3月,平成11年3月,1998,1999.0,4,3,14,7,4,0.5714285714285714,0.55-0.59,<12,1.0,False
802,受觀 潤,幕下,平成10年3月,平成20年5月,1998,2008.0,214,201,12,414,62,0.5156626506024097,0.50-0.54,60-89,10.0,False
803,栃天翔 浩之,三段目,平成10年3月,平成29年7月,1998,2017.0,347,414,30,761,115,0.4559789750328515,0.45-0.49,90-119,19.0,False
804,宮坂 正清,序二段,平成10年3月,平成11年1月,1998,1999.0,7,7,14,14,5,0.5,0.50-0.54,<12,1.0,False
805,高見力 清人,序二段,平成10年3月,平成11年7月,1998,1999.0,26,21,9,46,9,0.5531914893617021,0.55-0.59,<12,1.0,False
806,古川山 健司,序ノ口,平成10年3月,平成10年5月,1998,1998.0,0,0,7,0,2,,>=0.65,<12,0.0,False
807,北川 信行,序ノ口,平成10年3月,平成11年1月,1998,1999.0,3,4,7,7,3,0.42857142857142855,0.40-0.44,<12,1.0,False
808,勇輝 政徳,三段目,平成10年3月,平成18年9月,1998,2006.0,164,186,7,350,52,0.4685714285714286,0.45-0.49,36-59,8.0,False
809,尾崎 将康,序二段,平成10年3月,平成13年7月,1998,2001.0,46,80,14,126,21,0.36507936507936506,0.35-0.39,12-23,3.0,False
810,上山 孝幸,序二段,平成10年3月,平成12年5月,1998,2000.0,34,44,13,77,14,0.4358974358974359,0.40-0.44,12-23,2.0,False
811,松村山 久生,序ノ口,平成10年3月,平成11年1月,1998,1999.0,9,12,7,21,5,0.42857142857142855,0.40-0.44,<12,1.0,False
812,桜島 弘聖,序二段,平成10年3月,平成16年5月,1998,2004.0,90,108,47,193,37,0.45454545454545453,0.45-0.49,36-59,6.0,False
813,北太樹 明義,前頭,平成10年3月,平成30年1月,1998,2018.0,649,649,2,1297,119,0.5,0.50-0.54,90-119,20.0,False
814,野村 道広,序二段,平成10年3月,平成12年9月,1998,2000.0,35,57,14,91,16,0.3804347826086957,0.35-0.39,12-23,2.0,False
815,春日桜 正道,序二段,平成10年3月,平成11年1月,1998,1999.0,10,4,14,14,5,0.7142857142857143,>=0.65,<12,1.0,False
816,彩乃風 友晴,三段目,平成10年3月,平成22年11月,1998,2010.0,250,280,2,529,77,0.4716981132075472,0.45-0.49,60-89,12.0,False
817,甲斐ノ富士 忍,序ノ口,平成10年3月,平成10年11月,1998,1998.0,8,13,7,21,5,0.38095238095238093,0.35-0.39,<12,0.0,False
818,濵邊 浩一,序二段,平成10年3月,平成12年7月,1998,2000.0,42,49,7,91,15,0.46153846153846156,0.45-0.49,12-23,2.0,False
819,楢橋 親一,三段目,平成10年3月,平成14年5月,1998,2002.0,80,81,14,161,26,0.4968944099378882,0.45-0.49,24-35,4.0,False
820,貴勇 大治,三段目,平成10年3月,平成25年1月,1998,2013.0,275,295,32,569,87,0.4824561403508772,0.45-0.49,60-89,15.0,False
821,朝陽風 雄介,序二段,平成10年3月,平成13年9月,1998,2001.0,49,75,16,124,21,0.3951612903225806,0.35-0.39,12-23,3.0,False
822,神津 圭一郎,序二段,平成10年3月,平成12年1月,1998,2000.0,30,40,7,70,12,0.42857142857142855,0.40-0.44,12-23,2.0,False
823,朝長沼 征史,序ノ口,平成10年3月,平成10年9月,1998,1998.0,5,16,0,21,4,0.23809523809523808,<0.35,<12,0.0,False
824,竜童 猛史,三段目,平成10年3月,平成15年7月,1998,2003.0,103,111,10,214,33,0.48130841121495327,0.45-0.49,24-35,5.0,False
825,大田山 誠,序二段,平成10年3月,平成11年5月,1998,1999.0,15,27,7,42,8,0.35714285714285715,0.35-0.39,<12,1.0,False
826,怒濤 雄一郎,三段目,平成10年3月,平成21年1月,1998,2009.0,199,199,36,397,63,0.5,0.50-0.54,60-89,11.0,False
827,菊池 光陽,序二段,平成10年3月,平成12年5月,1998,2000.0,26,52,6,77,13,0.3333333333333333,<0.35,12-23,2.0,False
828,甲神鵬 明彦,序二段,平成10年3月,平成19年3月,1998,2007.0,162,213,3,374,55,0.432,0.40-0.44,36-59,9.0,False
829,聖峰 弘毅,三段目,平成10年3月,平成17年7月,1998,2005.0,141,154,13,294,45,0.47796610169491527,0.45-0.49,36-59,7.0,False
830,澤向 晋,序ノ口,平成10年3月,平成11年5月,1998,1999.0,12,32,6,43,8,0.2727272727272727,<0.35,<12,1.0,False
831,緑龍 祐也,序二段,平成10年3月,平成11年9月,1998,1999.0,21,35,7,56,10,0.375,0.35-0.39,<12,1.0,False
832,貴櫻 潤,序二段,平成10年3月,平成14年1月,1998,2002.0,67,87,7,154,24,0.43506493506493504,0.40-0.44,24-35,4.0,False
833,廣野 英世,序ノ口,平成10年3月,平成10年7月,1998,1998.0,3,5,6,7,3,0.375,0.35-0.39,<12,0.0,False
834,義乃川 義浩,序ノ口,平成10年3月,平成10年5月,1998,1998.0,0,0,7,0,2,,>=0.65,<12,0.0,False
835,海翔 柾男,三段目,平成10年3月,平成25年1月,1998,2013.0,279,309,21,587,89,0.4744897959183674,0.45-0.49,60-89,15.0,False
836,鴨林 信也,序ノ口,平成10年3月,平成12年1月,1998,2000.0,11,36,24,45,12,0.23404255319148937,<0.35,12-23,2.0,False
837,琴阿比留 芳岳,序ノ口,平成10年3月,平成11年1月,1998,1999.0,7,14,7,21,5,0.3333333333333333,<0.35,<12,1.0,False
838,福島 清隆,序ノ口,平成9年3月,平成11年1月,1997,1999.0,10,53,7,63,11,0.15873015873015872,<0.35,<12,2.0,False
839,若鐵 宏運,序二段,平成10年3月,平成15年5月,1998,2003.0,81,108,21,188,32,0.42857142857142855,0.40-0.44,24-35,5.0,False
840,石本 泰友,序ノ口,平成10年3月,平成10年7月,1998,1998.0,0,0,7,0,2,,>=0.65,<12,0.0,False
841,琴佐藤 法之,序ノ口,平成10年3月,平成10年11月,1998,1998.0,3,4,7,7,3,0.42857142857142855,0.40-0.44,<12,0.0,False
842,雅山 哲士,大関,平成10年7月,平成25年3月,1998,2013.0,654,582,68,1233,88,0.529126213592233,0.50-0.54,60-89,15.0,False
843,村田 晃章,三段目,平成10年5月,平成12年11月,1998,2000.0,42,24,39,66,16,0.6363636363636364,0.60-0.64,12-23,2.0,False
844,闘勝花 雅文,三段目,平成10年5月,平成13年11月,1998,2001.0,73,60,14,132,22,0.5488721804511278,0.50-0.54,12-23,3.0,False
845,霧鉄 功,序二段,平成10年5月,平成11年3月,1998,1999.0,10,12,6,21,5,0.45454545454545453,0.45-0.49,<12,1.0,False
846,大川 功,序ノ口,平成10年5月,平成11年5月,1998,1999.0,4,3,7,7,3,0.5714285714285714,0.55-0.59,<12,1.0,False
847,前原 涼,序二段,平成10年5月,平成12年1月,1998,2000.0,25,38,7,63,11,0.3968253968253968,0.35-0.39,<12,2.0,False
848,大瀬海 善嗣,三段目,平成10年5月,平成27年3月,1998,2015.0,337,328,35,665,101,0.5067669172932331,0.50-0.54,90-119,17.0,False
849,忍山 忍,序二段,平成10年5月,平成13年1月,1998,2001.0,36,41,14,77,14,0.4675324675324675,0.45-0.49,12-23,3.0,False
850,小杉 正人,序二段,平成10年5月,平成10年11月,1998,1998.0,8,6,7,13,4,0.5714285714285714,0.55-0.59,<12,0.0,False
851,吹田 知広,序ノ口,平成10年5月,平成12年1月,1998,2000.0,5,37,14,42,10,0.11904761904761904,<0.35,<12,2.0,False
853,大庭 広誉,序二段,平成10年7月,平成11年5月,1998,1999.0,15,20,0,35,6,0.42857142857142855,0.40-0.44,<12,1.0,False
854,長山 淳一,序ノ口,平成10年7月,平成11年5月,1998,1999.0,1,13,7,14,4,0.07142857142857142,<0.35,<12,1.0,False
855,安冨 茂男,序ノ口,平成10年9月,平成11年1月,1998,1999.0,4,3,7,7,3,0.5714285714285714,0.55-0.59,<12,1.0,False
856,東崎 公俊,三段目,平成7年3月,平成12年9月,1995,2000.0,81,80,42,161,31,0.5031055900621118,0.50-0.54,24-35,5.0,False
857,渡會 宣雄,序二段,平成10年9月,平成12年3月,1998,2000.0,28,28,7,56,10,0.5,0.50-0.54,<12,2.0,False
